#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	NveB E(PSI)	Mono E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
PDCD6IP	ENSG00000170248	ENSG00000170248:s:33826480-33826877	-0.0006814099550573574;0.0903388518769353;0.28347304264022893;-0.4019641389547015	6.182828689878699e-10;0.03634180073802188;0.8645819778027413;0.9945703913475563	0.0009565599708033501;2.769431773154082e-06;1.991331257824142e-07;1.9665292283477243e-08	0.015;0.086;0.252;0.647	0.002;0.204;0.555;0.241	s|1e1.2o2|1e2.2o3|1e2.3o3|i	False	True	True	4	3	1;1;1;0	chr3	+	33826580-33827622;33826580-33828838;33826580-33828853;33826878-33827579	33826480-33826877;33827580-33827959;33828481-33828969	33826878-33827579	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A33828969-33826480
RAD23A	ENSG00000179262	ENSG00000179262:s:12948686-12948813	0.25400400801551903;-0.0029442114785710716;-0.005338672893818483;-0.22391752275651433	0.8399618512129574;8.305815078712285e-21;4.018401610076112e-07;0.661574233591543	6.836502712666956e-09;0.02362794537044899;0.00011187169996473845;9.606254225413835e-08	0.143;0.034;0.147;0.679	0.404;0.016;0.137;0.442	s|1e1.1o2|1e2.1o2|1e2.2o2|i	False	True	True	4	3	1;1;0;1	chr19	+	12948813-12949081;12948813-12949275;12948813-12949278;12948814-12949080	12948686-12948813;12949081-12949159;12949275-12949408	12948814-12949080	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A12949408-12948686
AP000295.1	ENSG00000249624	ENSG00000249624:t:33276596-33276753	-0.20681705902783304;0.20681701304115244	0.5195492052234206;0.5195491349909584	9.667860825568475e-06;9.667252820043208e-06	0.412;0.588	0.139;0.861	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr21	+	33252830-33276596;33268517-33276596	33252662-33252830;33268394-33268517;33276596-33276753		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A33276753-33252662
GTF2I	ENSG00000263001	ENSG00000263001:s:74711032-74711109	0.23934029407503996;-0.03789172611154776;-0.09350910741513918;-0.03954007943523288	0.7121433439897213;0.00019847913917456296;0.0921863150678144;4.6176452667675925e-08	2.2851201887051973e-07;1.5979780700448032e-05;3.1816597007017222e-06;8.264533643342897e-05	0.197;0.143;0.589;0.070	0.455;0.086;0.456;0.003	s|1e1.1o2|1e1.2o2|1e2.2o2|i	False	True	True	4	3	1;0;1;0	chr7	+	74711109-74714857;74711109-74714860;74711109-74716894;74711110-74714856	74711032-74711109;74714857-74714944;74716612-74717066	74711110-74714856	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74717066-74711032
GTF2I	ENSG00000263001	ENSG00000263001:s:74714857-74714944	-0.22455513397544696;0.22455518185081863	0.6283688723460829;0.6283691516378969	3.1005031497777225e-06;3.1003041355452665e-06	0.905;0.095	0.659;0.341	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0;1	chr7	+	74714916-74715123;74714916-74716894	74714857-74714944;74715123-74715166;74716612-74717066		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74717066-74714857
GTF2I	ENSG00000263001	ENSG00000263001:s:74743449-74743882	-0.37468165016074867;0.37468170260664624	0.9982856850150581;0.9982856751043752	8.139344309654462e-09;8.30218799947507e-09	0.421;0.579	0.047;0.953	s|1e1.1o1|1e2.2o2	False	False	True	2	3	1;1	chr7	+	74743520-74744139;74743520-74744758	74743449-74743882;74744139-74744250;74744746-74744941		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74744941-74743449
GTF2I	ENSG00000263001	ENSG00000263001:t:74716612-74717066	-0.21526648752945476;0.16016374475651243;0.030052273363448942	0.5902169794130507;0.25569427465651445;0.005832203621638302	4.0079537895199024e-06;3.2627240063241084e-06;3.7967611747465047e-05	0.704;0.060;0.235	0.469;0.236;0.296	t|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	1;1;0	chr7	+	74711109-74716894;74714916-74716894;74715166-74716894	74711032-74711109;74714857-74714944;74715123-74715166;74716612-74717066		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74717066-74711032
GTF2I	ENSG00000263001	ENSG00000263001:t:74744746-74744941	0.2274821723145624;-0.22814989285995851;7.625883612836458e-06	0.6761770804311205;0.6810807676762629;6.308682038677257e-21	1.492517907686749e-06;1.4169486022286293e-06;0.01155431035070742	0.664;0.333;0.003	0.905;0.092;0.003	t|1e1.1o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr7	+	74743520-74744758;74744250-74744758;74744508-74744758	74743449-74743882;74744139-74744250;74744344-74744508;74744746-74744941		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A74744941-74743449
AC016876.3	ENSG00000264772	ENSG00000264772:s:7576524-7576692	0.24636798814968505;-0.24636795824707322	0.7986307889089088;0.7986305595326505	9.26776554316348e-12;9.284573110335259e-12	0.460;0.540	0.719;0.281	s|1e1.1o1|i	False	False	False	2	2	1;0	chr17	+	7576692-7577056;7576693-7577055	7576524-7576692;7577056-7577165	7576693-7577055	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7577165-7576524
AC016876.3	ENSG00000264772	ENSG00000264772:t:7575119-7575258	0.020092248657702944;0.19279433804495685;-0.21120298911344754	9.556757452095662e-21;0.4465116430840437;0.6119862719890934	0.19691555663180266;2.368254981590403e-08;1.9047705634989143e-09	0.050;0.502;0.448	0.066;0.693;0.241	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	0;1;0	chr17	+	7574308-7575119;7574678-7575119;7574679-7575118	7574260-7574308;7574546-7574678;7575119-7575258	7574679-7575118	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7575258-7574260
BTK	ENSG00000010671	ENSG00000010671:s:101354630-101354694	0.673510583601647;-0.6735106000403246	0.9999999999999999;1.0	3.2193767091984634e-12;3.299138739976115e-12	0.159;0.841	0.818;0.182	s|1e1.2o3|i	False	False	False	2	2	1;0	chrX	-	101353988-101354630;101354222-101354629	101353919-101354221;101354630-101354694	101354222-101354629	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A101354694-101353919
BTK	ENSG00000010671	ENSG00000010671:t:101354630-101354694	3.2885107876715732e-06;0.5862425172641046;-0.5865364272230187	7.94106741164492e-21;0.999999983710365;0.9999999843331849	0.19623197260741856;1.1685874003670502e-12;1.1223244555935707e-12	0.002;0.243;0.755	0.003;0.816;0.181	t|1e1.1o1|1e2.1o2|i	False	False	True	3	3	1;1;0	chrX	-	101354694-101358374;101354694-101356052;101354695-101355584	101354630-101354694;101355585-101356268;101358374-101358437	101354695-101355584	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A101358437-101354630
MATR3	ENSG00000015479	ENSG00000015479:s:139325296-139325662	0.21043299124646425;7.771559298992442e-16;-0.2110797532048245	0.6031849742941324;7.940106684750384e-21;0.609082009582681	1.205869656365357e-09;0.9999999999994617;1.0238109249272043e-09	0.233;0.001;0.765	0.447;0.002;0.551	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr5	+	139325662-139326163;139325662-139329345;139325663-139326162	139325296-139325662;139326163-139326284;139329345-139331677	139325663-139326162	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A139331677-139325296
HEXB	ENSG00000049860	ENSG00000049860:s:74718291-74718363	0.24162573462624118;-0.02742993585116165;-0.19136108813382707	0.7162307640720467;0.0008568181757152006;0.4741495952005499	3.9402104625175626e-07;1.9319459535482864e-05;8.830067984577639e-07	0.327;0.137;0.535	0.592;0.095;0.314	s|1e1.1o2|1e1.2o2|i	False	True	False	3	2	1;1;0	chr5	+	74718363-74718797;74718363-74718909;74718364-74718796	74718291-74718363;74718797-74718971	74718364-74718796	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A74718971-74718291
HEXB	ENSG00000049860	ENSG00000049860:s:74718797-74718971	0.3418464918231339;-0.3418464930981927	0.9583194642408804;0.9583194275777068	9.318363179482266e-08;9.319228611026631e-08	0.360;0.640	0.714;0.286	s|1e1.2o3|i	False	False	False	2	2	1;0	chr5	+	74718971-74720428;74718972-74719988	74718797-74718971;74719989-74720518	74718972-74719988	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A74720518-74718797
HEXB	ENSG00000049860	ENSG00000049860:s:74721318-74721436	0.20693249756442633;0.03232168091608877;-0.25912238112404107	0.5513048975262893;6.60281014573627e-07;0.7767525192999396	7.302089109432268e-07;2.6177000440867453e-05;3.260081573586149e-07	0.383;0.047;0.571	0.618;0.093;0.289	s|1e1.1o2|1e1.2o2|i	False	True	False	3	2	1;1;0	chr5	+	74721436-74722299;74721436-74722469;74721437-74722298	74721318-74721436;74722299-74722647	74721437-74722298	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A74722647-74721318
IL4R	ENSG00000077238	ENSG00000077238:t:27340186-27340273	1.1868291223155627e-06;0.20971214924657317;1.1868291223155627e-06;1.1868291223155627e-06;-0.1900236286754763;6.324086427507322e-05;2.3046111501504085e-07	7.940237402763955e-21;0.5697207694991533;7.940237402763955e-21;7.940237402763955e-21;0.44265551920451174;7.946258483518504e-21;7.940351201816172e-21	0.9340392806751381;9.716597890798938e-08;0.9340392806751381;0.9340392806751381;2.3777969238025776e-07;0.031615021821669226;0.9293623491872969	0.000;0.198;0.000;0.000;0.771;0.012;0.018	0.001;0.417;0.001;0.001;0.569;0.009;0.001	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1|1e6.1o1|i	False	False	True	7	7	1;1;1;1;1;1;0	chr16	+	27313817-27340186;27314020-27340186;27314231-27340186;27318767-27340186;27330198-27340186;27334417-27340186;27334418-27340185	27313668-27313817;27313923-27314020;27314030-27314231;27318635-27318767;27330066-27330198;27334316-27334417;27340186-27340273	27334418-27340185	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A27340273-27313668
IL4R	ENSG00000077238	ENSG00000077238:t:27346467-27346618	0.3625665885449528;-0.3625665622710422	0.9967289888232317;0.9967290000750182	6.478345589343792e-09;6.435940114180028e-09	0.384;0.616	0.746;0.254	t|1e1.1o3|1e2.2o2	False	False	True	2	3	1;0	chr16	+	27345020-27346467;27345789-27346467	27344594-27345090;27345185-27345789;27346467-27346618		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A27346618-27344594
AGO1	ENSG00000092847	ENSG00000092847:s:35919055-35919254	-0.4793896720491242;0.4793897272220387	0.9958827402970801;0.9958828052842713	1.982574647896307e-06;1.9810780825062643e-06	0.803;0.197	0.326;0.674	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1;0	chr1	+	35919254-35919499;35919254-35929896	35919055-35919254;35919499-35930532		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A35930532-35919055
PSMA7	ENSG00000101182	ENSG00000101182:s:62139696-62139905	0.3002921306825824;0.03847628458885366;-0.35408097711962316	0.9812712873390986;1.1359501195241751e-07;0.9996865101941568	1.89379203737866e-11;1.7272502282892504e-05;1.5543122344752192e-15	0.340;0.103;0.557	0.639;0.154;0.209	s|1e1.1o1|2e1.1o1|i	True	False	False	3	2	1;1;0	chr20	-	62139197-62139781;62139197-62139696;62139397-62139695	62139075-62139197;62139696-62139905	62139397-62139695	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A62139905-62139075
PSMA7	ENSG00000101182	ENSG00000101182:t:62139075-62139197	0.20140628146919703;0.030832540137274746;-0.232994799594596	0.5091229757818281;9.419909307387895e-12;0.7384733895365653	1.8355303902852053e-08;0.0004840822335851918;1.5951447940310004e-09	0.293;0.088;0.617	0.497;0.118;0.386	t|1e1.1o2|1e1.2o2|i	True	False	False	3	2	1;1;1	chr20	-	62139197-62139781;62139197-62139696;62139198-62139330	62139075-62139197;62139696-62139905	62139198-62139330	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A62139905-62139075
MAPK3	ENSG00000102882	ENSG00000102882:t:30117670-30117784	-0.26926245600751986;-0.00021795538667896013;0.2749700812071439	0.8004822843463733;3.739279571375182e-08;0.8188386872761285	3.5438115747465915e-06;0.0007022793480995215;3.3503345086252265e-06	0.665;0.006;0.328	0.370;0.001;0.628	t|1e1.1o1|1e2.2o4|1e2.3o4	True	False	True	3	3	1;1;1	chr16	-	30117784-30118349;30117784-30118099;30117784-30118047	30117670-30117784;30117898-30118163;30118349-30118538		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A30118538-30117670
CD37	ENSG00000104894	ENSG00000104894:t:49340251-49340575	7.771559298992442e-16;0.33913884618726026;-0.33209023976317964	7.940106684750384e-21;0.9996694549383066;0.999605861693072	0.9999999999994617;1.330222329187281e-21;0.0	0.008;0.547;0.446	0.002;0.870;0.128	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	0;1;0	chr19	+	49338936-49340251;49339413-49340251;49340206-49340250	49338700-49338936;49339330-49339413;49340251-49340575	49340206-49340250	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A49340575-49338700
SSBP1	ENSG00000106028	ENSG00000106028:s:141739124-141741690	-0.3407294455405676;0.3407294315731424	0.9660335843100051;0.9660335676312737	1.0035540143338295e-06;1.003497901121633e-06	0.821;0.179	0.466;0.534	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr7	+	141739190-141741749;141739190-141742169	141739124-141741690;141741749-141741798;141742169-141742229		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A141742229-141739124
SSBP1	ENSG00000106028	ENSG00000106028:s:141745496-141746526	0.370272089876394;-0.37027213150717686	0.9990406349101197;0.9990406333861076	1.1660752438447057e-11;1.1632361740510078e-11	0.501;0.499	0.872;0.128	s|1e1.1o1|i	False	False	False	2	2	1;0	chr7	+	141745584-141750311;141746527-141750310	141745496-141746526;141750311-141750488	141746527-141750310	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A141750488-141745496
SSBP1	ENSG00000106028	ENSG00000106028:t:141739124-141741690	0.21240061722784848;-0.10938647785736794;-0.0035272731355406864;-0.04063118703336922;6.439381780875255e-07;6.439381780875255e-07;-0.008939929475244935	0.5808891957926722;0.10019968800347678;5.491302941034273e-06;0.0009822513262039648;6.305733169018698e-21;6.305733169018698e-21;7.69802869265919e-09	3.338998446318439e-06;9.907200132830418e-06;0.00016790632134067174;3.30582866019391e-05;0.040618056075660595;0.040618056075660595;0.0011387915012750494	0.332;0.334;0.122;0.158;0.001;0.001;0.051	0.562;0.197;0.115;0.090;0.001;0.001;0.034	t|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o3|1e2.2o3|1e2.3o3	True	False	True	7	3	1;1;1;1;1;1;1	chr7	+	141738410-141739124;141738503-141739124;141738575-141739124;141738593-141739124;141738678-141739124;141738944-141739124;141738998-141739124	141738334-141738593;141738600-141738998;141739124-141741690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A141741690-141738334
SSBP1	ENSG00000106028	ENSG00000106028:t:141742169-141742229	0.3245112632750583;0.020627989123104082;4.2482616859394453e-07;-0.36112747495607195	0.9925200795505639;5.7709886670457386e-05;7.940162009996557e-21;0.9967638807296847	4.618424757727125e-12;2.8352774088653138e-05;0.9973864026463889;1.6450940609757936e-10	0.056;0.161;0.001;0.781	0.384;0.195;0.002;0.419	t|1e1.1o4|1e2.1o2|1e2.2o2|i	True	False	True	4	3	1;1;1;0	chr7	+	141739190-141742169;141741792-141742169;141741798-141742169;141741799-141742168	141739124-141741690;141741749-141741798;141742169-141742229	141741799-141742168	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A141742229-141739124
EZH2	ENSG00000106462	ENSG00000106462:s:148846470-148846598	-0.002967720129354224;-0.19089718846263123;-0.0018550463936091437;-0.00609121794710292;0.24534551692261106	0.002017115295768279;0.4873708026264788;8.85749233337432e-07;0.0005663581755855566;0.6740582872134286	5.697879023913721e-05;1.080227857130911e-05;0.0007981033315076491;7.457291527901422e-05;6.519777682463209e-06	0.149;0.564;0.027;0.100;0.161	0.144;0.311;0.006;0.089;0.451	s|1e1.1o1|1e2.1o1|2e3.1o1|2e4.1o1|2e5.1o1	True	False	True	5	6	1;0;1;1;1	chr7	-	148832750-148846497;148829848-148846497;148837000-148846470;148832750-148846470;148829848-148846470	148829728-148829848;148832634-148832750;148836822-148837000;148846470-148846598		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A148846598-148829728
EZH2	ENSG00000106462	ENSG00000106462:t:148817877-148818117	-0.27396360911199547;0.27396363266352614	0.7595252341685549;0.759525163585845	6.117543769001976e-06;6.117161617972947e-06	0.789;0.211	0.473;0.527	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr7	-	148818117-148819596;148818117-148818978	148817877-148818117;148818978-148819059;148819596-148819687		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A148819687-148817877
EZH2	ENSG00000106462	ENSG00000106462:t:148829728-148829848	-0.13736055657287333;0.26498768765324904;-0.047234936446180556	0.29881902887376566;0.7405763903385955;0.042711614091293384	1.3977184537328213e-05;5.419594201212536e-06;2.5820603128723363e-05	0.522;0.149;0.329	0.314;0.454;0.231	t|1e1.1o2|1e1.2o2|1e2.1o1	True	False	True	3	3	0;1;1	chr7	-	148829848-148846497;148829848-148846470;148829848-148832634	148829728-148829848;148832634-148832750;148846470-148846598		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A148846598-148829728
GLRX3	ENSG00000108010	ENSG00000108010:s:130174997-130175089	0.34606048371482395;-0.34606050773563674	0.9666932282263793;0.9666931968187065	7.884091371307475e-08;7.884685004899694e-08	0.443;0.557	0.804;0.196	s|1e1.1o2|i	False	False	False	2	2	1;0	chr10	+	130175089-130179342;130175090-130179341	130174997-130175089;130179342-130179672	130175090-130179341	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A130179672-130174997
METAP2	ENSG00000111142	ENSG00000111142:s:95483215-95483494	0.23946192451214288;0.002459567889914574;-0.25544412677034856	0.7102764252480217;8.59423581602721e-09;0.7871717003169268	2.634183085923041e-07;0.0007356948273269937;1.369930666683672e-07	0.620;0.017;0.363	0.876;0.030;0.094	s|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1;1;0	chr12	+	95483280-95485879;95483280-95485948;95483495-95484793	95483215-95483494;95485809-95485981	95483495-95484793	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A95485981-95483215
METAP2	ENSG00000111142	ENSG00000111142:t:95485809-95485981	-0.007356713510340105;0.2599549189498648;-2.114734457459878e-05;0.0022366525017936223;-0.2569187367313147	3.5913575468853093e-07;0.7972194380908174;7.943581585137456e-21;1.3176767912074687e-09;0.7996103553433683	0.00022234634493301098;1.8278560815957324e-07;0.011061832788632708;0.0009441596857282242;1.0836221131516055e-07	0.039;0.584;0.002;0.014;0.361	0.020;0.861;0.002;0.029;0.089	t|1e1.1o1|1e2.1o2|1e3.1o1|2e4.1o2|i	False	True	True	5	5	1;1;1;1;0	chr12	+	95476178-95485879;95483280-95485879;95484873-95485879;95483280-95485948;95484874-95485808	95476071-95476178;95483215-95483494;95484794-95484873;95485809-95485981	95484874-95485808	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A95485981-95476071
GOLT1B	ENSG00000111711	ENSG00000111711:t:21507944-21508109	0.20607946727191487;-0.20607949850255286	0.5388467715740817;0.5388467071039237	1.3488139088392798e-06;1.348898676978294e-06	0.321;0.679	0.578;0.422	t|1e1.1o1|i	False	False	False	2	2	1;0	chr12	+	21506976-21507944;21507306-21507943	21506885-21506976;21507944-21508109	21507306-21507943	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A21508109-21506885
PRPF4B	ENSG00000112739	ENSG00000112739:t:4057036-4057187	0.259342207335708;0.002542684287353576;-0.2606789502370406	0.8545077561365301;8.761926975063972e-21;0.8641207969876665	2.556343623089816e-08;0.006365920324068763;1.9719510579996324e-08	0.429;0.037;0.535	0.696;0.038;0.266	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;0	chr6	+	4056435-4057036;4056688-4057036;4056689-4057035	4056321-4056435;4056527-4056688;4057036-4057187	4056689-4057035	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A4057187-4056321
PRPF4B	ENSG00000112739	ENSG00000112739:t:4063074-4063556	0.19573668348052076;0.017656841459389637;1.3853429340790418e-05;-0.2246790798121689	0.4708464451695593;7.83527553421102e-06;7.941481904450683e-21;0.6799099235860397	6.43545643578815e-08;4.6669367356089175e-05;0.8559139858379187;4.008011234013509e-08	0.208;0.170;0.010;0.612	0.409;0.198;0.011;0.382	t|1e1.1o1|1e2.1o2|1e2.2o2|i	True	False	True	4	3	1;1;1;0	chr6	+	4062299-4063074;4062633-4063074;4062760-4063074;4062761-4063073	4062104-4062299;4062557-4062760;4063074-4063556	4062761-4063073	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A4063556-4062104
